School_ID,School_Type,Student_Count_Total,Student_Count_Low_Income,Student_Count_Special_Ed,Student_Count_English_Learners,Student_Count_Black,Student_Count_Hispanic,Student_Count_White,Student_Count_Asian,ADA_Accessible,Dress_Code,Bilingual_Services,Refugee_Services,Title_1_Eligible,Average_ACT_School,College_Enrollment_Rate_School,Graduation_Rate_School,Overall_Rating,Rating_Status,Student_Growth_Rating,Student_Attainment_Rating,Culture_Climate_Rating,School_Survey_Involved_Families,School_Survey_Supportive_Environment,School_Survey_Ambitious_Instruction,School_Survey_Effective_Leaders,School_Survey_Collaborative_Teachers,School_Survey_Safety,School_Survey_School_Community,School_Survey_Parent_Teacher_Partnership,School_Survey_Quality_Of_Facilities,Growth_ACT_Grade_11_Pct,Attainment_ACT_Grade_11_Pct,Freshmen_On_Track_School_Pct_Year_2,Graduation_5_Year_School_Pct_Year_2,College_Enrollment_School_Pct_Year_2,College_Persistence_School_Pct_Year_2,Supportive_School_Award,lib_cnt,Neighborhood Name,PRED_NON_ENG_LANG,PRED_NON_ENG_PERCENT,PERCENT OF HOUSING CROWDED,PERCENT HOUSEHOLDS BELOW POVERTY,PERCENT AGED 16+ UNEMPLOYED,PERCENT AGED 25+ WITHOUT HIGH SCHOOL DIPLOMA,PERCENT AGED UNDER 18 OR OVER 64,PER CAPITA INCOME ,HARDSHIP INDEX,Suspensions_Per_100_Students_Change,Misconducts_To_Suspensions_Change,Student_Attendance_Change,Teacher_Attendance_Change,One_Year_Dropout_Rate_Change
609739,Neighborhood,1435,1297,216,184,76,1258,79,3,Generally accessible,Y,Y,N,Y,17.7,54.9,72.2,Level 1,Good Standing,AVERAGE,BELOW AVERAGE,WELL ORGANIZED,STRONG,STRONG,STRONG,NEUTRAL,NEUTRAL,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-0.1,30.0,93.3,72.2,54.9,77.4,Coming Soon,1,EAST SIDE,SPANISH,0.26,0.068,0.192,0.121,0.319,0.428,17104,64,4.0,0.40000000000000036,-0.29999999999999716,4.900000000000006,0.09999999999999964
609761,Neighborhood,307,284,85,0,302,4,0,0,Fully Accessible,Y,N,N,Y,14.3,34.4,62.6,Level 2,Intensive Support,BELOW AVERAGE,FAR BELOW AVERAGE,WELL ORGANIZED,STRONG,NEUTRAL,STRONG,NEUTRAL,STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-1.0,6.0,88.4,62.6,34.4,39.5,Emerging,3,PULLMAN,SPANISH,0.04,0.015,0.21600000000000005,0.228,0.131,0.386,20588,51,11.3,19.6,-2.0,3.700000000000003,-1.0999999999999996
609754,Military academy,313,295,32,17,202,102,5,1,Fully Accessible,Y,Y,N,Y,16.9,44.8,85.4,Level 1,Good Standing,AVERAGE,BELOW AVERAGE,MODERATELY ORGANIZED,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,STRONG,STRONG,STRONG,-0.4,22.0,96.4,85.4,44.8,64.8,Coming Soon,6,DOUGLAS,CHINESE,0.03,0.018000000000000002,0.29600000000000004,0.182,0.14300000000000002,0.307,23791,47,33.1,-39.7,-3.0,4.5,1.3
609748,Citywide-Option,199,174,58,2,154,36,6,0,No/unknown accessibility,N,U,U,Y,17.467521367521364,5.1,1.7,Inability to Rate,Good Standing,NO DATA AVAILABLE,NO DATA AVAILABLE,ORGANIZED,VERY WEAK,NEUTRAL,STRONG,NEUTRAL,STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-0.062280701754386,29.64957264957265,84.7205128205129,1.7,5.1,65.80608695652174,Coming Soon,2,SOUTH LAWNDALE,SPANISH,0.44,0.152,0.307,0.158,0.5479999999999999,0.338,10402,96,0.0,0.0,-5.400000000000006,3.6999999999999886,0.0
400057,Charter,954,814,141,80,295,606,12,32,Generally accessible,Y,Y,N,Y,22.2,88.0,83.3,Level 1+,Not Applicable,FAR ABOVE AVERAGE,ABOVE AVERAGE,WELL ORGANIZED,STRONG,VERY STRONG,VERY STRONG,STRONG,STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,4.2,76.0,86.8,83.3,88.0,75.2,Coming Soon,7,NEAR WEST SIDE,SPANISH,0.02,0.038,0.206,0.107,0.096,0.222,44689,15,0.0,0.0,0.6999999999999886,0.0,1.9
609722,Neighborhood,113,105,35,1,110,3,0,0,Generally accessible,Y,N,N,Y,14.1,35.9,57.9,Level 2,Intensive Support,FAR BELOW AVERAGE,FAR BELOW AVERAGE,PARTIALLY ORGANIZED,NEUTRAL,WEAK,NEUTRAL,NEUTRAL,NEUTRAL,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-1.8,5.0,72.1,57.9,35.9,32.0,Coming Soon,11,EAST GARFIELD PARK,SPANISH,0.0,0.08199999999999999,0.424,0.196,0.213,0.4320000000000001,12961,83,4.299999999999997,13.600000000000001,4.700000000000003,5.599999999999994,-5.899999999999999
610547,Selective enrollment,651,568,58,4,624,18,0,1,No/unknown accessibility,Y,N,N,Y,17.9,64.2,71.0,Level 1,Good Standing,BELOW AVERAGE,BELOW AVERAGE,ORGANIZED,STRONG,NEUTRAL,VERY STRONG,NEUTRAL,NEUTRAL,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-1.5,31.0,98.8,71.0,64.2,65.80608695652174,Coming Soon,0,SOUTH SHORE,SPANISH,0.01,0.028,0.311,0.2,0.14,0.35700000000000004,19398,55,4.6000000000000005,2.0999999999999996,-3.200000000000003,5.299999999999997,-1.3000000000000003
609713,Neighborhood,852,803,167,5,840,7,1,0,Fully Accessible,Y,N,N,Y,15.7,47.7,53.6,Level 2,Intensive Support,BELOW AVERAGE,BELOW AVERAGE,NOT YET ORGANIZED,WEAK,WEAK,NEUTRAL,WEAK,NEUTRAL,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-0.9,13.0,86.3,53.6,47.7,50.5,Coming Soon,2,WOODLAWN,SPANISH,0.01,0.029,0.307,0.234,0.165,0.361,18672,58,-58.300000000000004,-12.2,-3.200000000000003,4.3999999999999915,0.20000000000000018
610385,Small,238,222,69,72,28,206,3,0,Fully Accessible,Y,Y,N,Y,14.6,41.0,80.9,Level 2+,Good Standing,BELOW AVERAGE,FAR BELOW AVERAGE,WELL ORGANIZED,VERY STRONG,STRONG,STRONG,STRONG,VERY STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-1.3,9.0,77.1,80.9,41.0,63.3,Coming Soon,2,SOUTH LAWNDALE,SPANISH,0.44,0.152,0.307,0.158,0.5479999999999999,0.338,10402,96,2.7,5.0,2.9000000000000057,4.0,-0.5
609720,Selective enrollment,4447,2191,198,27,351,1813,1567,469,Generally accessible,Y,N,N,N,25.6,85.0,95.9,Level 1+,Good Standing,ABOVE AVERAGE,FAR ABOVE AVERAGE,WELL ORGANIZED,VERY STRONG,STRONG,VERY STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,1.4,96.0,97.7,95.9,85.0,91.3,Coming Soon,3,NORTH CENTER,SPANISH,0.04,0.003,0.075,0.052000000000000005,0.045,0.262,57123,6,-1.4,-29.2,0.10000000000000853,4.3999999999999915,0.19999999999999996
400034,Charter,901,723,213,114,59,483,188,141,Generally accessible,Y,Y,N,Y,19.4,76.6,83.3,Level 1+,Not Applicable,FAR ABOVE AVERAGE,AVERAGE,WELL ORGANIZED,VERY STRONG,VERY STRONG,VERY STRONG,VERY STRONG,VERY STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,1.7,49.0,93.2,83.3,76.6,79.7,Coming Soon,2,NORTH PARK,SPANISH,0.06,0.039,0.132,0.099,0.14400000000000002,0.39,26576,33,0.0,0.0,1.1000000000000085,0.0,1.2
610381,Small,322,311,55,6,311,8,0,2,Generally accessible,Y,N,N,Y,14.8,65.5,80.6,Level 2,Provisional Support,FAR BELOW AVERAGE,FAR BELOW AVERAGE,PARTIALLY ORGANIZED,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,WEAK,WEAK,NOT ENOUGH DATA,NEUTRAL,NEUTRAL,NEUTRAL,-1.8,8.0,96.4,80.6,65.5,63.2,Coming Soon,4,GRAND BOULEVARD,SPANISH,0.01,0.033,0.293,0.243,0.159,0.395,23472,57,16.7,26.8,0.20000000000000284,5.099999999999994,-1.7
609676,Career academy,455,439,124,9,439,15,0,0,Generally accessible,N,N,N,Y,14.4,43.5,71.5,Level 2,Intensive Support,BELOW AVERAGE,FAR BELOW AVERAGE,WELL ORGANIZED,STRONG,NEUTRAL,STRONG,STRONG,STRONG,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-1.5,7.0,75.5,71.5,43.5,52.3,Coming Soon,5,DOUGLAS,CHINESE,0.03,0.018000000000000002,0.29600000000000004,0.182,0.14300000000000002,0.307,23791,47,92.4,-12.700000000000003,-4.700000000000003,4.699999999999989,4.4
609733,Neighborhood,714,641,161,290,296,243,42,118,No/unknown accessibility,Y,Y,Y,Y,15.1,51.5,64.0,Level 2+,Provisional Support,AVERAGE,BELOW AVERAGE,WELL ORGANIZED,NEUTRAL,STRONG,STRONG,STRONG,NEUTRAL,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-0.3,12.0,87.1,64.0,51.5,63.0,Coming Soon,3,ROGERS PARK,SPANISH,0.1,0.077,0.236,0.087,0.182,0.275,23939,39,2.1000000000000014,3.200000000000001,2.3999999999999915,4.6000000000000085,1.7999999999999998
610383,Small,283,272,55,75,30,250,2,0,Fully Accessible,Y,Y,N,Y,15.6,56.6,87.5,Level 1,Good Standing,BELOW AVERAGE,BELOW AVERAGE,WELL ORGANIZED,VERY STRONG,STRONG,STRONG,STRONG,VERY STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-1.1,13.0,96.7,87.5,56.6,71.1,Emerging,2,SOUTH LAWNDALE,SPANISH,0.44,0.152,0.307,0.158,0.5479999999999999,0.338,10402,96,4.700000000000001,0.3999999999999915,1.9000000000000057,6.200000000000003,2.6999999999999997
609740,Neighborhood,370,335,96,40,190,163,12,0,No/unknown accessibility,N,Y,N,Y,15.4,51.0,62.9,Level 2+,Provisional Support,BELOW AVERAGE,BELOW AVERAGE,WELL ORGANIZED,NEUTRAL,NEUTRAL,STRONG,STRONG,STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-0.8,12.0,85.3,62.9,51.0,44.8,Coming Soon,5,WEST TOWN,SPANISH,0.1,0.023,0.147,0.066,0.129,0.217,43198,10,1.5999999999999996,3.5,-1.7999999999999972,4.799999999999997,2.4000000000000004
609759,Neighborhood,753,711,184,69,226,506,9,3,Fully Accessible,Y,Y,N,Y,15.4,43.3,83.5,Level 2+,Provisional Support,BELOW AVERAGE,BELOW AVERAGE,WELL ORGANIZED,VERY STRONG,NEUTRAL,STRONG,STRONG,VERY STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-1.0,13.0,93.3,83.5,43.3,44.4,Established,2,WEST TOWN,SPANISH,0.1,0.023,0.147,0.066,0.129,0.217,43198,10,-15.799999999999997,3.8000000000000007,-0.7000000000000028,3.9000000000000057,2.5
400085,Charter,576,542,82,124,3,557,10,2,No/unknown accessibility,Y,U,U,Y,17.7,63.0,84.5,Level 1+,Not Applicable,ABOVE AVERAGE,BELOW AVERAGE,WELL ORGANIZED,STRONG,STRONG,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,0.6,29.0,91.1,84.5,63.0,72.0,Coming Soon,6,ARCHER HEIGHTS,SPANISH,0.32,0.085,0.141,0.165,0.359,0.392,16134,67,0.0,0.0,0.0,0.0,-0.40000000000000013
609715,Neighborhood,1949,1834,352,502,73,1566,30,241,Fully Accessible,N,Y,N,Y,17.1,55.1,77.8,Level 2+,Good Standing,AVERAGE,BELOW AVERAGE,ORGANIZED,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-0.2,27.0,74.4,77.8,55.1,70.2,Established,1,BRIGHTON PARK,SPANISH,0.38,0.14400000000000002,0.236,0.139,0.451,0.393,13089,84,3.9,10.3,1.0999999999999943,5.0,-0.7999999999999998
609734,Neighborhood,3369,1823,394,200,77,1332,1559,245,Generally accessible,N,Y,N,N,18.9,63.0,85.2,Level 1,Good Standing,AVERAGE,AVERAGE,WELL ORGANIZED,STRONG,NEUTRAL,STRONG,NEUTRAL,STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-0.2,44.0,86.0,85.2,63.0,79.1,Coming Soon,3,NORWOOD PARK,POLISH,0.07,0.02,0.054000000000000006,0.09,0.115,0.395,32875,21,4.3999999999999995,3.3,0.0,4.3999999999999915,4.2
400036,Charter,672,479,104,38,370,145,87,35,Fully Accessible,N,Y,N,Y,18.8,68.0,50.0,Level 2+,Not Applicable,NO DATA AVAILABLE,AVERAGE,ORGANIZED,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-0.062280701754386,44.0,44.7,50.0,68.0,53.8,Coming Soon,6,NEAR WEST SIDE,SPANISH,0.02,0.038,0.206,0.107,0.096,0.222,44689,15,0.0,0.0,-1.0999999999999943,0.0,0.5999999999999996
609741,Neighborhood,1778,1678,261,255,120,1610,36,4,No/unknown accessibility,Y,Y,N,Y,17.1,56.2,82.9,Level 1,Good Standing,BELOW AVERAGE,BELOW AVERAGE,WELL ORGANIZED,STRONG,NEUTRAL,STRONG,STRONG,VERY STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-0.6,24.0,82.3,82.9,56.2,74.4,Coming Soon,3,WEST LAWN,SPANISH,0.3,0.058,0.149,0.096,0.336,0.396,16907,56,1.6000000000000005,-5.899999999999999,0.30000000000001137,4.799999999999997,-0.19999999999999973
400052,Charter,1118,969,182,7,1080,25,0,0,No/unknown accessibility,Y,Y,N,Y,17.9,84.2,88.1,Level 1,Not Applicable,ABOVE AVERAGE,BELOW AVERAGE,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,1.2,30.0,76.8,88.1,84.2,80.2,Coming Soon,3,GREATER GRAND CROSSING,SPANISH,0.0,0.036000000000000004,0.29600000000000004,0.23,0.165,0.41,17285,66,0.0,0.0,0.29999999999999716,0.0,0.6999999999999997
610543,Neighborhood,1190,1128,125,152,56,1116,9,0,Fully Accessible,Y,Y,N,Y,18.4,62.2,80.5,Level 1+,Good Standing,AVERAGE,BELOW AVERAGE,WELL ORGANIZED,STRONG,STRONG,VERY STRONG,STRONG,VERY STRONG,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,0.3,38.0,91.9,80.5,62.2,77.9,Coming Soon,3,GAGE PARK,SPANISH,0.45,0.158,0.234,0.182,0.515,0.388,12171,93,0.6000000000000001,-1.4999999999999982,-0.7000000000000028,4.299999999999997,0.7000000000000002
609783,Citywide-Option,208,181,77,5,174,30,3,1,No/unknown accessibility,N,U,U,Y,17.467521367521364,58.531092436974774,1.3,Inability to Rate,Good Standing,NO DATA AVAILABLE,NO DATA AVAILABLE,NOT YET ORGANIZED,VERY WEAK,WEAK,WEAK,WEAK,WEAK,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-0.062280701754386,29.64957264957265,84.7205128205129,1.3,58.531092436974774,65.80608695652174,Coming Soon,5,NEAR WEST SIDE,SPANISH,0.02,0.038,0.206,0.107,0.096,0.222,44689,15,0.0,0.0,-0.09999999999999432,4.099999999999994,0.0
609730,Neighborhood,1437,1155,201,247,368,607,163,250,Generally accessible,Y,Y,N,Y,18.3,59.4,81.3,Level 1,Good Standing,AVERAGE,BELOW AVERAGE,ORGANIZED,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,WEAK,NEUTRAL,NEUTRAL,NEUTRAL,-0.1,39.0,92.8,81.3,59.4,65.3,Emerging,5,EDGEWATER,SPANISH,0.05,0.041,0.182,0.092,0.097,0.238,33385,19,-1.7000000000000028,-12.700000000000001,1.7999999999999972,4.799999999999997,-0.20000000000000018
609716,Neighborhood,445,415,88,146,31,402,7,0,Fully Accessible,Y,Y,N,Y,15.0,36.2,69.8,Level 2,Intensive Support,BELOW AVERAGE,BELOW AVERAGE,ORGANIZED,STRONG,WEAK,NEUTRAL,STRONG,STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-0.9,11.0,75.3,69.8,36.2,56.1,Coming Soon,2,HERMOSA,SPANISH,0.38,0.069,0.205,0.131,0.416,0.364,15089,71,-1.3000000000000043,9.0,-0.5,4.3999999999999915,1.7999999999999998
609762,Neighborhood,509,490,119,1,503,5,0,0,Generally accessible,Y,N,N,Y,14.7,40.4,74.4,Level 2,Intensive Support,BELOW AVERAGE,FAR BELOW AVERAGE,WELL ORGANIZED,VERY STRONG,NEUTRAL,STRONG,STRONG,VERY STRONG,WEAK,VERY STRONG,STRONG,STRONG,-1.4,7.0,90.5,74.4,40.4,63.9,Emerging,4,WASHINGTON HEIGHTS,SPANISH,0.0,0.011,0.16899999999999998,0.208,0.13699999999999998,0.426,19713,48,9.5,27.0,-3.8999999999999915,3.4000000000000057,1.9999999999999996
610389,Neighborhood,276,263,58,14,228,47,1,0,Generally accessible,Y,Y,N,Y,14.2,45.3,39.0,Level 3,Intensive Support,FAR BELOW AVERAGE,FAR BELOW AVERAGE,WELL ORGANIZED,STRONG,NEUTRAL,STRONG,STRONG,STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-2.5,6.0,53.3,39.0,45.3,45.1,Coming Soon,5,HUMBOLDT PARK,SPANISH,0.18,0.14800000000000002,0.339,0.173,0.354,0.38,13781,85,-1.1999999999999997,-0.2,2.6000000000000085,4.700000000000003,6.100000000000001
609737,Magnet,1735,1298,104,41,192,994,281,222,Generally accessible,N,N,N,Y,21.3,73.4,88.8,Level 1+,Good Standing,ABOVE AVERAGE,AVERAGE,WELL ORGANIZED,VERY STRONG,STRONG,STRONG,STRONG,VERY STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,0.6,68.0,87.2,88.8,73.4,81.9,Coming Soon,3,NORTH PARK,SPANISH,0.06,0.039,0.132,0.099,0.14400000000000002,0.39,26576,33,-1.9000000000000004,11.0,-0.09999999999999432,4.5,-0.09999999999999998
609723,Neighborhood,343,335,93,0,336,5,0,0,No/unknown accessibility,Y,N,N,Y,15.8,43.8,57.7,Level 2,Intensive Support,AVERAGE,BELOW AVERAGE,WELL ORGANIZED,VERY STRONG,STRONG,VERY STRONG,NEUTRAL,STRONG,NEUTRAL,VERY STRONG,STRONG,STRONG,-0.4,13.0,93.2,57.7,43.8,37.0,Coming Soon,8,EAST GARFIELD PARK,SPANISH,0.0,0.08199999999999999,0.424,0.196,0.213,0.4320000000000001,12961,83,10.0,-10.0,-2.8999999999999915,4.799999999999997,2.999999999999999
609732,Neighborhood,1281,1133,224,224,192,934,109,29,No/unknown accessibility,Y,Y,N,Y,16.3,47.4,71.3,Level 2,Intensive Support,BELOW AVERAGE,BELOW AVERAGE,PARTIALLY ORGANIZED,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,NEUTRAL,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-0.7,19.0,78.0,71.3,47.4,67.8,Coming Soon,4,BELMONT CRAGIN,SPANISH,0.33,0.108,0.187,0.146,0.373,0.373,15461,70,-0.5,-2.8999999999999995,2.3999999999999915,4.900000000000006,1.7000000000000002
609674,Career academy,885,842,257,11,858,19,1,0,Generally accessible,Y,N,N,Y,15.6,34.4,72.6,Level 2+,Intensive Support,AVERAGE,BELOW AVERAGE,WELL ORGANIZED,STRONG,NEUTRAL,STRONG,STRONG,STRONG,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-0.4,11.0,92.0,72.6,34.4,44.2,Coming Soon,0,AVALON PARK,AFRICAN LANGUAGES,0.0,0.014,0.172,0.211,0.106,0.393,24454,41,-2.3000000000000007,-11.700000000000003,-0.7999999999999972,4.199999999999989,0.8999999999999999
609718,Neighborhood,1686,1241,295,107,65,1230,351,10,Fully Accessible,N,Y,N,Y,18.1,59.5,68.8,Level 2+,Good Standing,AVERAGE,BELOW AVERAGE,ORGANIZED,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-0.2,35.0,83.3,68.8,59.5,72.2,Coming Soon,3,GARFIELD RIDGE,SPANISH,0.1,0.026,0.08800000000000001,0.113,0.193,0.381,26353,32,-3.3000000000000007,1.4000000000000057,-1.2000000000000028,4.799999999999997,-0.7000000000000002
609709,Neighborhood,330,315,66,75,128,200,1,0,No/unknown accessibility,N,Y,Y,Y,14.4,21.8,68.7,Level 2,Intensive Support,BELOW AVERAGE,FAR BELOW AVERAGE,PARTIALLY ORGANIZED,NEUTRAL,WEAK,NEUTRAL,NEUTRAL,NEUTRAL,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-0.8,8.0,83.1,68.7,21.8,60.0,Emerging,1,GAGE PARK,SPANISH,0.45,0.158,0.234,0.182,0.515,0.388,12171,93,10.5,10.9,-5.5,4.0,4.800000000000001
400035,Charter,584,533,57,82,180,317,20,54,Fully Accessible,Y,Y,N,Y,20.8,72.0,85.2,Level 1+,Not Applicable,FAR ABOVE AVERAGE,AVERAGE,WELL ORGANIZED,STRONG,STRONG,VERY STRONG,NEUTRAL,NEUTRAL,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,2.9,66.0,85.7,85.2,72.0,75.4,Coming Soon,4,ROGERS PARK,SPANISH,0.1,0.077,0.236,0.087,0.182,0.275,23939,39,0.0,0.0,0.5,0.0,0.0
609725,Neighborhood,1282,1119,138,3,1254,13,4,1,Generally accessible,N,N,N,Y,17.3,66.8,79.6,Level 2+,Good Standing,BELOW AVERAGE,BELOW AVERAGE,ORGANIZED,STRONG,WEAK,STRONG,NEUTRAL,STRONG,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-1.0,25.0,83.0,79.6,66.8,76.7,Coming Soon,2,MORGAN PARK,SPANISH,0.01,0.008,0.132,0.15,0.108,0.403,27149,30,3.6000000000000014,16.199999999999996,-2.700000000000003,4.5,-0.7000000000000002
610334,Small,379,374,100,10,353,22,2,1,Generally accessible,Y,N,N,Y,14.5,51.1,73.4,Level 2,Intensive Support,FAR BELOW AVERAGE,FAR BELOW AVERAGE,ORGANIZED,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-2.0,7.0,83.6,73.4,51.1,54.8,Established,3,EAST GARFIELD PARK,SPANISH,0.0,0.08199999999999999,0.424,0.196,0.213,0.4320000000000001,12961,83,5.699999999999996,-4.400000000000002,1.7000000000000028,4.700000000000003,0.5999999999999996
610391,Selective enrollment,1331,882,72,19,941,325,34,13,Generally accessible,N,N,N,Y,22.9,83.6,89.2,Level 1+,Good Standing,FAR ABOVE AVERAGE,ABOVE AVERAGE,WELL ORGANIZED,VERY STRONG,VERY STRONG,VERY STRONG,NEUTRAL,STRONG,NEUTRAL,STRONG,NEUTRAL,STRONG,1.8,83.0,99.3,89.2,83.6,91.1,Coming Soon,7,WEST ENGLEWOOD,SPANISH,0.01,0.048,0.344,0.359,0.263,0.407,11317,89,-0.8,-38.900000000000006,0.09999999999999432,4.700000000000003,-1.0
609727,Neighborhood,639,606,148,4,628,8,0,0,Generally accessible,Y,N,N,Y,15.2,55.4,57.9,Level 2,Intensive Support,BELOW AVERAGE,BELOW AVERAGE,MODERATELY ORGANIZED,WEAK,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-0.9,10.0,73.5,57.9,55.4,60.3,Coming Soon,6,DOUGLAS,CHINESE,0.03,0.018000000000000002,0.29600000000000004,0.182,0.14300000000000002,0.307,23791,47,56.0,-5.700000000000003,-5.5,4.900000000000006,-0.20000000000000107
